meter_id,date,kwh_consumed
MTR-00053,2025-05-25,161.5
MTR-00053,2025-05-26,182.62
MTR-00053,2025-05-27,184.73
MTR-00053,2025-05-28,115.15
MTR-00053,2025-05-29,141.73
MTR-00053,2025-05-30,125.65
MTR-00053,2025-05-31,105.38
MTR-00053,2025-06-01,100.29
MTR-00053,2025-06-02,93.3
MTR-00053,2025-06-03,120.91
MTR-00053,2025-06-04,146.43
MTR-00053,2025-06-05,131.55
MTR-00053,2025-06-06,115.23
MTR-00053,2025-06-07,109.62
MTR-00053,2025-06-08,107.89
MTR-00053,2025-06-09,146.72
MTR-00053,2025-06-10,110.73
MTR-00053,2025-06-11,134.63
MTR-00053,2025-06-12,120.58
MTR-00053,2025-06-13,117.74
MTR-00053,2025-06-14,104.63
MTR-00053,2025-06-15,99.17
MTR-00053,2025-06-16,116.91
MTR-00053,2025-06-17,130.63
MTR-00053,2025-06-18,108.41
MTR-00053,2025-06-19,107.55
MTR-00053,2025-06-20,126.68
MTR-00053,2025-06-21,106.16
MTR-00053,2025-06-22,104.33
MTR-00053,2025-06-23,128.54
MTR-00053,2025-06-24,115.01
MTR-00053,2025-06-25,117.12
MTR-00053,2025-06-26,124.06
MTR-00053,2025-06-27,122.88
MTR-00053,2025-06-28,95.84
MTR-00053,2025-06-29,111.37
MTR-00054,2025-01-01,16.54
MTR-00054,2025-01-02,17.1
MTR-00054,2025-01-03,16.37
MTR-00054,2025-01-04,13.43
MTR-00054,2025-01-05,11.89
MTR-00054,2025-01-06,16.73
MTR-00054,2025-01-07,16.95
MTR-00054,2025-01-08,14.46
MTR-00054,2025-01-09,14.57
MTR-00054,2025-01-10,16.49
MTR-00054,2025-01-11,12.67
MTR-00054,2025-01-12,13.96
MTR-00054,2025-01-13,17.77
MTR-00054,2025-01-14,17.56
MTR-00054,2025-01-15,18.58
MTR-00054,2025-01-16,16.48
MTR-00054,2025-01-17,14.39
MTR-00054,2025-01-18,13.98
MTR-00054,2025-01-19,14.53
MTR-00054,2025-01-20,16.09
MTR-00054,2025-01-21,17.64
MTR-00054,2025-01-22,16.87
MTR-00054,2025-01-23,14.07
MTR-00054,2025-01-24,13.17
MTR-00054,2025-01-25,13.93
MTR-00054,2025-01-26,16.37
MTR-00054,2025-01-27,17.77
MTR-00054,2025-01-28,18.96
MTR-00054,2025-01-29,15.2
MTR-00054,2025-01-30,17.72
MTR-00054,2025-01-31,16.65
MTR-00054,2025-02-01,12.77
MTR-00054,2025-02-02,12.87
MTR-00054,2025-02-03,15.3
MTR-00054,2025-02-04,14.68
MTR-00054,2025-02-05,14.96
MTR-00054,2025-02-06,16.78
MTR-00054,2025-02-07,14.2
MTR-00054,2025-02-08,13.23
MTR-00054,2025-02-09,13.78
MTR-00054,2025-02-10,15.59
MTR-00054,2025-02-11,14.89
MTR-00054,2025-02-12,16.74
MTR-00054,2025-02-13,15.6
MTR-00054,2025-02-14,15.7
MTR-00054,2025-02-15,16.04
MTR-00054,2025-02-16,14.09
MTR-00054,2025-02-17,17.63
MTR-00054,2025-02-18,15.93
MTR-00054,2025-02-19,16.0
MTR-00054,2025-02-20,14.93
MTR-00054,2025-02-21,15.17
MTR-00054,2025-02-22,15.35
MTR-00054,2025-02-23,14.34
MTR-00054,2025-02-24,17.98
MTR-00054,2025-02-25,18.23
MTR-00054,2025-02-26,15.98
MTR-00054,2025-02-27,19.65
MTR-00054,2025-02-28,17.9
MTR-00054,2025-03-01,14.5
MTR-00054,2025-03-02,13.7
MTR-00054,2025-03-03,15.92
MTR-00054,2025-03-04,16.9
MTR-00054,2025-03-05,17.22
MTR-00054,2025-03-06,14.12
MTR-00054,2025-03-07,16.33
MTR-00054,2025-03-08,14.6
MTR-00054,2025-03-09,14.88
MTR-00054,2025-03-10,16.73
MTR-00054,2025-03-11,17.47
MTR-00054,2025-03-12,15.97
MTR-00054,2025-03-13,17.45
MTR-00054,2025-03-14,17.26
MTR-00054,2025-03-15,15.57
MTR-00054,2025-03-16,16.18
MTR-00054,2025-03-17,18.37
MTR-00054,2025-03-18,16.6
MTR-00054,2025-03-19,15.39
MTR-00054,2025-03-20,15.84
MTR-00054,2025-03-21,19.01
MTR-00054,2025-03-22,14.5
MTR-00054,2025-03-23,14.74
MTR-00054,2025-03-24,18.14
MTR-00054,2025-03-25,16.98
MTR-00054,2025-03-26,18.63
MTR-00054,2025-03-27,15.26
MTR-00054,2025-03-28,17.64
MTR-00054,2025-03-29,16.59
MTR-00054,2025-03-30,15.94
MTR-00054,2025-03-31,18.85
MTR-00054,2025-04-01,15.14
MTR-00054,2025-04-02,17.28
MTR-00054,2025-04-03,16.82
MTR-00054,2025-04-04,15.85
MTR-00054,2025-04-05,14.7
MTR-00054,2025-04-06,13.11
MTR-00054,2025-04-07,17.53
MTR-00054,2025-04-08,15.76
MTR-00054,2025-04-09,17.45
MTR-00054,2025-04-10,15.9
MTR-00054,2025-04-11,16.54
MTR-00054,2025-04-12,13.95
MTR-00054,2025-04-13,14.26
MTR-00054,2025-04-14,16.91
MTR-00054,2025-04-15,16.42
MTR-00054,2025-04-16,15.61
MTR-00054,2025-04-17,18.44
MTR-00054,2025-04-18,16.96
MTR-00054,2025-04-19,14.7
MTR-00054,2025-04-20,13.94
MTR-00054,2025-04-21,20.21
MTR-00054,2025-04-22,17.05
MTR-00054,2025-04-23,18.49
MTR-00054,2025-04-24,16.52
MTR-00054,2025-04-25,17.64
MTR-00054,2025-04-26,14.17
MTR-00054,2025-04-27,15.48
MTR-00054,2025-04-28,16.22
MTR-00054,2025-04-29,15.41
MTR-00054,2025-04-30,17.24
MTR-00054,2025-05-01,18.29
MTR-00054,2025-05-02,16.68
MTR-00054,2025-05-03,13.73
MTR-00054,2025-05-04,12.88
MTR-00054,2025-05-05,18.28
MTR-00054,2025-05-06,15.69
MTR-00054,2025-05-07,16.28
MTR-00054,2025-05-08,16.25
MTR-00054,2025-05-09,16.73
MTR-00054,2025-05-10,14.89
MTR-00054,2025-05-11,16.57
MTR-00054,2025-05-12,17.2
MTR-00054,2025-05-13,15.1
MTR-00054,2025-05-14,16.62
MTR-00054,2025-05-15,17.19
MTR-00054,2025-05-16,18.42
MTR-00054,2025-05-17,15.49
MTR-00054,2025-05-18,14.05
MTR-00054,2025-05-19,16.81
MTR-00054,2025-05-20,16.99
MTR-00054,2025-05-21,16.8
MTR-00054,2025-05-22,16.54
MTR-00054,2025-05-23,18.79
MTR-00054,2025-05-24,13.39
MTR-00054,2025-05-25,15.18
MTR-00054,2025-05-26,17.57
MTR-00054,2025-05-27,16.44
MTR-00054,2025-05-28,15.64
MTR-00054,2025-05-29,16.62
MTR-00054,2025-05-30,17.36
MTR-00054,2025-05-31,11.16
MTR-00054,2025-06-01,12.8
MTR-00054,2025-06-02,13.6
MTR-00054,2025-06-03,16.92
MTR-00054,2025-06-04,16.85
MTR-00054,2025-06-05,15.14
MTR-00054,2025-06-06,15.44
MTR-00054,2025-06-07,14.22
MTR-00054,2025-06-08,12.29
MTR-00054,2025-06-09,17.32
MTR-00054,2025-06-10,16.12
MTR-00054,2025-06-11,16.38
MTR-00054,2025-06-12,16.47
MTR-00054,2025-06-13,14.8
MTR-00054,2025-06-14,13.98
MTR-00054,2025-06-15,14.51
MTR-00054,2025-06-16,15.43
MTR-00054,2025-06-17,15.29
MTR-00054,2025-06-18,18.88
MTR-00054,2025-06-19,15.14
MTR-00054,2025-06-20,15.74
MTR-00054,2025-06-21,15.38
MTR-00054,2025-06-22,12.09
MTR-00054,2025-06-23,16.06
MTR-00054,2025-06-24,16.91
MTR-00054,2025-06-25,16.11
MTR-00054,2025-06-26,14.0
MTR-00054,2025-06-27,14.75
MTR-00054,2025-06-28,11.74
MTR-00054,2025-06-29,13.51
MTR-00055,2025-01-01,246.09
MTR-00055,2025-01-02,278.09
MTR-00055,2025-01-03,281.86
MTR-00055,2025-01-04,215.06
MTR-00055,2025-01-05,219.51
MTR-00055,2025-01-06,255.73
MTR-00055,2025-01-07,275.31
MTR-00055,2025-01-08,226.92
MTR-00055,2025-01-09,258.86
MTR-00055,2025-01-10,244.07
MTR-00055,2025-01-11,240.78
MTR-00055,2025-01-12,235.16
MTR-00055,2025-01-13,244.66
MTR-00055,2025-01-14,250.13
MTR-00055,2025-01-15,237.03
MTR-00055,2025-01-16,273.83
MTR-00055,2025-01-17,269.02
MTR-00055,2025-01-18,214.22
MTR-00055,2025-01-19,214.21
MTR-00055,2025-01-20,247.62
MTR-00055,2025-01-21,284.09
MTR-00055,2025-01-22,254.57
MTR-00055,2025-01-23,248.96
MTR-00055,2025-01-24,273.33
MTR-00055,2025-01-25,179.73
MTR-00055,2025-01-26,214.37
MTR-00055,2025-01-27,276.99
MTR-00055,2025-01-28,290.93
MTR-00055,2025-01-29,245.56
MTR-00055,2025-01-30,269.18
MTR-00055,2025-01-31,245.8
MTR-00055,2025-02-01,257.49
MTR-00055,2025-02-02,223.17
MTR-00055,2025-02-03,272.39
MTR-00055,2025-02-04,216.33
MTR-00055,2025-02-05,250.4
MTR-00055,2025-02-06,276.06
MTR-00055,2025-02-07,232.12
MTR-00055,2025-02-08,224.05
MTR-00055,2025-02-09,250.37
MTR-00055,2025-02-10,278.04
MTR-00055,2025-02-11,272.19
MTR-00055,2025-02-12,252.71
MTR-00055,2025-02-13,237.57
MTR-00055,2025-02-14,260.23
MTR-00055,2025-02-15,234.12
MTR-00055,2025-02-16,206.18
MTR-00055,2025-02-17,279.02
MTR-00055,2025-02-18,266.37
MTR-00055,2025-02-19,246.17
MTR-00055,2025-02-20,229.3
MTR-00055,2025-02-21,233.76
MTR-00055,2025-02-22,221.53
MTR-00055,2025-02-23,244.01
MTR-00055,2025-02-24,247.1
MTR-00055,2025-02-25,290.49
MTR-00055,2025-02-26,227.85
MTR-00055,2025-02-27,264.66
MTR-00055,2025-02-28,262.65
MTR-00055,2025-03-01,231.21
MTR-00055,2025-03-02,227.46
MTR-00055,2025-03-03,254.96
MTR-00055,2025-03-04,255.22
MTR-00055,2025-03-05,283.78
MTR-00055,2025-03-06,266.55
MTR-00055,2025-03-07,219.08
MTR-00055,2025-03-08,218.8
MTR-00055,2025-03-09,220.38
MTR-00055,2025-03-10,259.25
MTR-00055,2025-03-11,280.89
MTR-00055,2025-03-12,252.78
MTR-00055,2025-03-13,270.41
MTR-00055,2025-03-14,299.63
MTR-00055,2025-03-15,246.04
MTR-00055,2025-03-16,213.58
MTR-00055,2025-03-17,268.04
MTR-00055,2025-03-18,210.74
MTR-00055,2025-03-19,277.75
MTR-00055,2025-03-20,239.65
MTR-00055,2025-03-21,265.24
MTR-00055,2025-03-22,223.06
MTR-00055,2025-03-23,245.36
MTR-00055,2025-03-24,271.19
MTR-00055,2025-03-25,262.37
MTR-00055,2025-03-26,279.57
MTR-00055,2025-03-27,292.6
MTR-00055,2025-03-28,215.53
MTR-00055,2025-03-29,214.95
MTR-00055,2025-03-30,255.97
MTR-00055,2025-03-31,312.91
MTR-00055,2025-04-01,249.04
MTR-00055,2025-04-02,284.94
MTR-00055,2025-04-03,248.99
MTR-00055,2025-04-04,243.38
MTR-00055,2025-04-05,223.8
MTR-00055,2025-04-06,244.5
MTR-00055,2025-04-07,260.6
MTR-00055,2025-04-08,287.28
MTR-00055,2025-04-09,289.47
MTR-00055,2025-04-10,255.75
MTR-00055,2025-04-11,255.13
MTR-00055,2025-04-12,221.87
MTR-00055,2025-04-13,226.18
MTR-00055,2025-04-14,263.46
MTR-00055,2025-04-15,267.95
MTR-00055,2025-04-16,256.98
MTR-00055,2025-04-17,241.24
MTR-00055,2025-04-18,306.52
MTR-00055,2025-04-19,214.54
MTR-00055,2025-04-20,196.25
MTR-00055,2025-04-21,280.75
MTR-00055,2025-04-22,244.32
MTR-00055,2025-04-23,278.27
MTR-00055,2025-04-24,251.18
MTR-00055,2025-04-25,311.02
MTR-00055,2025-04-26,251.03
MTR-00055,2025-04-27,221.85
MTR-00055,2025-04-28,275.6
MTR-00055,2025-04-29,270.9
MTR-00055,2025-04-30,249.96
MTR-00055,2025-05-01,279.01
MTR-00055,2025-05-02,266.44
MTR-00055,2025-05-03,228.88
MTR-00055,2025-05-04,235.25
MTR-00055,2025-05-05,262.34
MTR-00055,2025-05-06,246.82
MTR-00055,2025-05-07,274.58
MTR-00055,2025-05-08,280.13
MTR-00055,2025-05-09,280.12
MTR-00055,2025-05-10,238.4
MTR-00055,2025-05-11,230.53
MTR-00055,2025-05-12,229.91
MTR-00055,2025-05-13,309.9
MTR-00055,2025-05-14,279.1
MTR-00055,2025-05-15,255.28
MTR-00055,2025-05-16,282.12
MTR-00055,2025-05-17,203.61
MTR-00055,2025-05-18,234.04
MTR-00055,2025-05-19,256.74
MTR-00055,2025-05-20,240.14
MTR-00055,2025-05-21,239.69
MTR-00055,2025-05-22,271.12
MTR-00055,2025-05-23,273.52
MTR-00055,2025-05-24,206.64
MTR-00055,2025-05-25,217.64
MTR-00055,2025-05-26,268.23
MTR-00055,2025-05-27,250.43
MTR-00055,2025-05-28,302.25
MTR-00055,2025-05-29,270.14
MTR-00055,2025-05-30,258.61
MTR-00055,2025-05-31,240.4
MTR-00055,2025-06-01,230.66
MTR-00055,2025-06-02,267.12
MTR-00055,2025-06-03,269.58
MTR-00055,2025-06-04,275.89
MTR-00055,2025-06-05,246.99
MTR-00055,2025-06-06,221.71
MTR-00055,2025-06-07,240.82
MTR-00055,2025-06-08,221.52
MTR-00055,2025-06-09,249.75
MTR-00055,2025-06-10,241.31
MTR-00055,2025-06-11,238.64
MTR-00055,2025-06-12,261.98
MTR-00055,2025-06-13,257.61
MTR-00055,2025-06-14,238.11
MTR-00055,2025-06-15,229.05
MTR-00055,2025-06-16,272.92
MTR-00055,2025-06-17,278.24
MTR-00055,2025-06-18,261.8
MTR-00055,2025-06-19,288.81
MTR-00055,2025-06-20,243.06
MTR-00055,2025-06-21,235.31
MTR-00055,2025-06-22,185.86
MTR-00055,2025-06-23,219.32
MTR-00055,2025-06-24,232.45
MTR-00055,2025-06-25,253.47
MTR-00055,2025-06-26,216.09
MTR-00055,2025-06-27,252.37
MTR-00055,2025-06-28,209.94
MTR-00055,2025-06-29,252.43
MTR-00056,2025-01-01,17.9
MTR-00056,2025-01-02,18.18
MTR-00056,2025-01-03,21.51
MTR-00056,2025-01-04,14.92
MTR-00056,2025-01-05,14.91
MTR-00056,2025-01-06,19.25
MTR-00056,2025-01-07,21.14
MTR-00056,2025-01-08,15.79
MTR-00056,2025-01-09,21.58
MTR-00056,2025-01-10,19.12
MTR-00056,2025-01-11,13.95
MTR-00056,2025-01-12,15.7
MTR-00056,2025-01-13,17.23
MTR-00056,2025-01-14,19.47
MTR-00056,2025-01-15,16.21
MTR-00056,2025-01-16,19.34
MTR-00056,2025-01-17,18.66
MTR-00056,2025-01-18,14.84
MTR-00056,2025-01-19,16.67
MTR-00056,2025-01-20,19.71
MTR-00056,2025-01-21,19.5
MTR-00056,2025-01-22,17.51
MTR-00056,2025-01-23,19.59
MTR-00056,2025-01-24,15.9
MTR-00056,2025-01-25,17.29
MTR-00056,2025-01-26,15.53
MTR-00056,2025-01-27,17.68
MTR-00056,2025-01-28,16.45
MTR-00056,2025-01-29,22.15
MTR-00056,2025-01-30,18.99
MTR-00056,2025-01-31,17.46
MTR-00056,2025-02-01,16.02
MTR-00056,2025-02-02,14.96
MTR-00056,2025-02-03,19.02
MTR-00056,2025-02-04,19.81
MTR-00056,2025-02-05,18.51
MTR-00056,2025-02-06,17.36
MTR-00056,2025-02-07,19.62
MTR-00056,2025-02-08,14.6
MTR-00056,2025-02-09,15.8
MTR-00056,2025-02-10,21.74
MTR-00056,2025-02-11,18.71
MTR-00056,2025-02-12,19.26
MTR-00056,2025-02-13,20.1
MTR-00056,2025-02-14,20.91
MTR-00056,2025-02-15,13.99
MTR-00056,2025-02-16,15.73
MTR-00056,2025-02-17,17.31
MTR-00056,2025-02-18,21.27
MTR-00056,2025-02-19,18.4
MTR-00056,2025-02-20,15.85
MTR-00056,2025-02-21,19.55
MTR-00056,2025-02-22,15.42
MTR-00056,2025-02-23,16.56
MTR-00056,2025-02-24,20.28
MTR-00056,2025-02-25,20.76
MTR-00056,2025-02-26,21.6
MTR-00056,2025-02-27,21.65
MTR-00056,2025-02-28,16.59
MTR-00056,2025-03-01,15.87
MTR-00056,2025-03-02,14.71
MTR-00056,2025-03-03,19.65
MTR-00056,2025-03-04,18.78
MTR-00056,2025-03-05,20.69
MTR-00056,2025-03-06,19.11
MTR-00056,2025-03-07,21.41
MTR-00056,2025-03-08,18.53
MTR-00056,2025-03-09,18.15
MTR-00056,2025-03-10,15.86
MTR-00056,2025-03-11,19.56
MTR-00056,2025-03-12,18.61
MTR-00056,2025-03-13,18.84
MTR-00056,2025-03-14,20.46
MTR-00056,2025-03-15,15.92
MTR-00056,2025-03-16,16.37
MTR-00056,2025-03-17,19.35
MTR-00056,2025-03-18,16.26
MTR-00056,2025-03-19,18.52
MTR-00056,2025-03-20,20.91
MTR-00056,2025-03-21,16.06
MTR-00056,2025-03-22,17.04
MTR-00056,2025-03-23,15.18
MTR-00056,2025-03-24,18.63
MTR-00056,2025-03-25,20.37
MTR-00056,2025-03-26,17.53
MTR-00056,2025-03-27,18.76
MTR-00056,2025-03-28,16.72
MTR-00056,2025-03-29,16.86
MTR-00056,2025-03-30,15.33
MTR-00056,2025-03-31,17.05
MTR-00056,2025-04-01,19.21
MTR-00056,2025-04-02,16.66
MTR-00056,2025-04-03,18.6
MTR-00056,2025-04-04,17.91
MTR-00056,2025-04-05,16.6
MTR-00056,2025-04-06,16.63
MTR-00056,2025-04-07,18.15
MTR-00056,2025-04-08,21.46
MTR-00056,2025-04-09,20.84
MTR-00056,2025-04-10,17.69
MTR-00056,2025-04-11,22.85
MTR-00056,2025-04-12,17.24
MTR-00056,2025-04-13,16.73
MTR-00056,2025-04-14,19.79
MTR-00056,2025-04-15,17.3
MTR-00056,2025-04-16,21.09
MTR-00056,2025-04-17,16.27
MTR-00056,2025-04-18,19.76
MTR-00056,2025-04-19,17.7
MTR-00056,2025-04-20,15.11
MTR-00056,2025-04-21,20.37
MTR-00056,2025-04-22,19.3
MTR-00056,2025-04-23,20.46
MTR-00056,2025-04-24,20.72
MTR-00056,2025-04-25,21.55
MTR-00056,2025-04-26,17.95
MTR-00056,2025-04-27,13.94
MTR-00056,2025-04-28,17.65
MTR-00056,2025-04-29,19.87
MTR-00056,2025-04-30,20.7
MTR-00056,2025-05-01,17.44
MTR-00056,2025-05-02,20.14
MTR-00056,2025-05-03,18.01
MTR-00056,2025-05-04,17.51
MTR-00056,2025-05-05,20.09
MTR-00056,2025-05-06,18.95
MTR-00056,2025-05-07,18.87
MTR-00056,2025-05-08,22.31
MTR-00056,2025-05-09,14.14
MTR-00056,2025-05-10,15.5
MTR-00056,2025-05-11,14.92
MTR-00056,2025-05-12,16.86
MTR-00056,2025-05-13,19.91
MTR-00056,2025-05-14,19.67
MTR-00056,2025-05-15,19.0
MTR-00056,2025-05-16,19.65
MTR-00056,2025-05-17,17.21
MTR-00056,2025-05-18,15.82
MTR-00056,2025-05-19,19.72
MTR-00056,2025-05-20,18.45
MTR-00056,2025-05-21,19.75
MTR-00056,2025-05-22,20.99
MTR-00056,2025-05-23,20.34
MTR-00056,2025-05-24,18.33
MTR-00056,2025-05-25,15.37
MTR-00056,2025-05-26,17.74
MTR-00056,2025-05-27,19.48
MTR-00056,2025-05-28,18.09
MTR-00056,2025-05-29,19.72
MTR-00056,2025-05-30,19.11
MTR-00056,2025-05-31,14.76
MTR-00056,2025-06-01,16.56
MTR-00056,2025-06-02,17.43
MTR-00056,2025-06-03,20.95
MTR-00056,2025-06-04,18.43
MTR-00056,2025-06-05,17.59
MTR-00056,2025-06-06,19.06
MTR-00056,2025-06-07,16.33
MTR-00056,2025-06-08,15.18
MTR-00056,2025-06-09,17.77
MTR-00056,2025-06-10,16.15
MTR-00056,2025-06-11,19.97
MTR-00056,2025-06-12,20.75
MTR-00056,2025-06-13,17.42
MTR-00056,2025-06-14,15.86
MTR-00056,2025-06-15,15.51
MTR-00056,2025-06-16,19.37
MTR-00056,2025-06-17,17.98
MTR-00056,2025-06-18,17.77
MTR-00056,2025-06-19,17.71
MTR-00056,2025-06-20,18.09
MTR-00056,2025-06-21,16.28
MTR-00056,2025-06-22,12.92
MTR-00056,2025-06-23,18.91
MTR-00056,2025-06-24,19.53
MTR-00056,2025-06-25,18.12
MTR-00056,2025-06-26,14.95
MTR-00056,2025-06-27,21.27
MTR-00056,2025-06-28,15.32
MTR-00056,2025-06-29,16.6
MTR-00057,2025-01-01,102.96
MTR-00057,2025-01-02,111.0
MTR-00057,2025-01-03,94.81
MTR-00057,2025-01-04,84.68
MTR-00057,2025-01-05,90.09
MTR-00057,2025-01-06,100.77
MTR-00057,2025-01-07,105.99
MTR-00057,2025-01-08,116.68
MTR-00057,2025-01-09,99.47
MTR-00057,2025-01-10,109.48
MTR-00057,2025-01-11,79.75
MTR-00057,2025-01-12,96.5
MTR-00057,2025-01-13,115.99
MTR-00057,2025-01-14,117.63
MTR-00057,2025-01-15,110.45
MTR-00057,2025-01-16,88.35
MTR-00057,2025-01-17,107.89
MTR-00057,2025-01-18,74.81
MTR-00057,2025-01-19,92.74
MTR-00057,2025-01-20,105.21
MTR-00057,2025-01-21,113.21
MTR-00057,2025-01-22,100.86
MTR-00057,2025-01-23,105.88
MTR-00057,2025-01-24,108.64
MTR-00057,2025-01-25,72.08
MTR-00057,2025-01-26,92.14
MTR-00057,2025-01-27,85.5
MTR-00057,2025-01-28,98.55
MTR-00057,2025-01-29,107.7
MTR-00057,2025-01-30,87.46
MTR-00057,2025-01-31,110.55
MTR-00057,2025-02-01,93.38
MTR-00057,2025-02-02,96.75
MTR-00057,2025-02-03,91.18
MTR-00057,2025-02-04,122.08
MTR-00057,2025-02-05,94.48
MTR-00057,2025-02-06,106.91
MTR-00057,2025-02-07,102.57
MTR-00057,2025-02-08,88.86
MTR-00057,2025-02-09,102.71
MTR-00057,2025-02-10,95.9
MTR-00057,2025-02-11,119.28
MTR-00057,2025-02-12,112.76
MTR-00057,2025-02-13,105.82
MTR-00057,2025-02-14,105.8
MTR-00057,2025-02-15,94.28
MTR-00057,2025-02-16,87.16
MTR-00057,2025-02-17,104.18
MTR-00057,2025-02-18,107.66
MTR-00057,2025-02-19,118.63
MTR-00057,2025-02-20,105.18
MTR-00057,2025-02-21,91.3
MTR-00057,2025-02-22,92.03
MTR-00057,2025-02-23,89.98
MTR-00057,2025-02-24,100.98
MTR-00057,2025-02-25,109.79
MTR-00057,2025-02-26,101.36
MTR-00057,2025-02-27,105.34
MTR-00057,2025-02-28,108.25
MTR-00057,2025-03-01,92.79
MTR-00057,2025-03-02,94.15
MTR-00057,2025-03-03,112.07
MTR-00057,2025-03-04,108.24
MTR-00057,2025-03-05,93.48
MTR-00057,2025-03-06,109.71
MTR-00057,2025-03-07,115.64
MTR-00057,2025-03-08,77.94
MTR-00057,2025-03-09,79.64
MTR-00057,2025-03-10,100.47
MTR-00057,2025-03-11,115.18
MTR-00057,2025-03-12,100.05
MTR-00057,2025-03-13,115.39
MTR-00057,2025-03-14,109.44
MTR-00057,2025-03-15,87.0
MTR-00057,2025-03-16,112.94
MTR-00057,2025-03-17,96.42
MTR-00057,2025-03-18,107.7
MTR-00057,2025-03-19,99.22
MTR-00057,2025-03-20,110.56
MTR-00057,2025-03-21,99.63
MTR-00057,2025-03-22,88.11
MTR-00057,2025-03-23,85.99
MTR-00057,2025-03-24,105.26
MTR-00057,2025-03-25,116.05
MTR-00057,2025-03-26,95.4
MTR-00057,2025-03-27,100.48
MTR-00057,2025-03-28,104.09
MTR-00057,2025-03-29,89.82
MTR-00057,2025-03-30,101.46
MTR-00057,2025-03-31,100.89
MTR-00057,2025-04-01,115.67
MTR-00057,2025-04-02,120.67
MTR-00057,2025-04-03,106.22
MTR-00057,2025-04-04,98.81
MTR-00057,2025-04-05,100.31
MTR-00057,2025-04-06,97.59
MTR-00057,2025-04-07,98.01
MTR-00057,2025-04-08,122.25
MTR-00057,2025-04-09,101.6
MTR-00057,2025-04-10,106.05
MTR-00057,2025-04-11,51.61
MTR-00057,2025-04-12,46.87
MTR-00057,2025-04-13,42.69
MTR-00057,2025-04-14,47.94
MTR-00057,2025-04-15,52.43
MTR-00057,2025-04-16,50.69
MTR-00057,2025-04-17,52.6
MTR-00057,2025-04-18,45.84
MTR-00057,2025-04-19,38.18
MTR-00057,2025-04-20,44.38
MTR-00057,2025-04-21,55.33
MTR-00057,2025-04-22,49.4
MTR-00057,2025-04-23,46.51
MTR-00057,2025-04-24,44.58
MTR-00057,2025-04-25,48.37
MTR-00057,2025-04-26,43.36
MTR-00057,2025-04-27,41.41
MTR-00057,2025-04-28,47.74
MTR-00057,2025-04-29,46.33
MTR-00057,2025-04-30,39.21
MTR-00057,2025-05-01,51.9
MTR-00057,2025-05-02,45.62
MTR-00057,2025-05-03,42.59
MTR-00057,2025-05-04,42.96
MTR-00057,2025-05-05,53.5
MTR-00057,2025-05-06,42.03
MTR-00057,2025-05-07,48.38
MTR-00057,2025-05-08,52.33
MTR-00057,2025-05-09,55.97
MTR-00057,2025-05-10,45.7
MTR-00057,2025-05-11,38.53
MTR-00057,2025-05-12,53.55
MTR-00057,2025-05-13,44.77
MTR-00057,2025-05-14,59.03
MTR-00057,2025-05-15,47.6
MTR-00057,2025-05-16,43.91
MTR-00057,2025-05-17,35.22
MTR-00057,2025-05-18,38.63
MTR-00057,2025-05-19,45.18
MTR-00057,2025-05-20,50.15
MTR-00057,2025-05-21,52.02
MTR-00057,2025-05-22,45.87
MTR-00057,2025-05-23,38.68
MTR-00057,2025-05-24,38.54
MTR-00057,2025-05-25,47.25
MTR-00057,2025-05-26,51.7
MTR-00057,2025-05-27,49.46
MTR-00057,2025-05-28,46.8
MTR-00057,2025-05-29,51.49
MTR-00057,2025-05-30,43.88
MTR-00057,2025-05-31,43.87
MTR-00057,2025-06-01,42.45
MTR-00057,2025-06-02,50.67
MTR-00057,2025-06-03,48.42
MTR-00057,2025-06-04,42.68
MTR-00057,2025-06-05,43.79
MTR-00057,2025-06-06,49.98
MTR-00057,2025-06-07,42.09
MTR-00057,2025-06-08,38.85
MTR-00057,2025-06-09,45.6
MTR-00057,2025-06-10,52.35
MTR-00057,2025-06-11,47.61
MTR-00057,2025-06-12,44.46
MTR-00057,2025-06-13,52.93
MTR-00057,2025-06-14,44.59
MTR-00057,2025-06-15,40.33
MTR-00057,2025-06-16,48.18
MTR-00057,2025-06-17,50.86
MTR-00057,2025-06-18,49.8
MTR-00057,2025-06-19,42.06
MTR-00057,2025-06-20,52.77
MTR-00057,2025-06-21,46.69
MTR-00057,2025-06-22,40.53
MTR-00057,2025-06-23,47.06
MTR-00057,2025-06-24,48.85
MTR-00057,2025-06-25,46.71
MTR-00057,2025-06-26,53.12
MTR-00057,2025-06-27,44.88
MTR-00057,2025-06-28,40.66
MTR-00057,2025-06-29,38.42
MTR-00058,2025-01-01,355.67
MTR-00058,2025-01-02,421.58
MTR-00058,2025-01-03,319.3
MTR-00058,2025-01-04,308.73
MTR-00058,2025-01-05,331.36
MTR-00058,2025-01-06,296.68
MTR-00058,2025-01-07,333.84
MTR-00058,2025-01-08,323.46
MTR-00058,2025-01-09,315.72
MTR-00058,2025-01-10,364.28
MTR-00058,2025-01-11,306.9
MTR-00058,2025-01-12,337.22
MTR-00058,2025-01-13,376.65
MTR-00058,2025-01-14,357.57
MTR-00058,2025-01-15,364.45
MTR-00058,2025-01-16,341.51
MTR-00058,2025-01-17,366.03
MTR-00058,2025-01-18,265.97
MTR-00058,2025-01-19,300.37
MTR-00058,2025-01-20,371.61
