meter_id,zone_id,customer_type,contracted_capacity_kva,baseline_avg_kwh,monitoring_avg_kwh,monitoring_std_kwh,min_14d_rolling_kwh,alarm_count_cover_open,alarm_count_magnetic_tamper,alarm_count_reverse_energy,alarm_count_tilt,total_alarms,drop_ratio,min_drop_ratio
MTR-00160,ZONE-08,residential,10,12.934666666666667,13.364916666666666,1.4649633579226544,12.705,1.0,0.0,0.0,0.0,1.0,-0.03326332336872473,0.0177559014534584
MTR-00161,ZONE-10,residential,10,15.527166666666666,15.569166666666666,1.9379373004285139,15.126428571428573,0.0,0.0,0.0,0.0,0.0,-0.0027049365091291744,0.025808835819247533
MTR-00162,ZONE-07,commercial,50,64.31366666666666,66.63425,7.577689018516428,60.09,0.0,0.0,1.0,0.0,1.0,-0.036082273855738256,0.065672925920359
MTR-00163,ZONE-05,residential,15,17.80483333333333,18.0675,1.9687214850542702,17.157857142857143,0.0,0.0,0.0,0.0,0.0,-0.014752548465304383,0.036337110174738396
MTR-00164,ZONE-05,residential,10,9.122833333333334,9.19,0.9229492370210004,8.19,0.0,0.0,0.0,0.0,0.0,-0.007362478762080293,0.10225258965599149
MTR-00165,ZONE-05,residential,10,21.369000000000003,21.285083333333333,2.4331523267354296,19.825,0.0,0.0,0.0,1.0,1.0,0.0039270282496453035,0.07225420000935956
MTR-00166,ZONE-09,commercial,50,68.17216666666667,70.1845,7.6022433498001,66.36,0.0,0.0,0.0,0.0,0.0,-0.02951840071583467,0.026582207303567196
MTR-00167,ZONE-04,residential,5,18.368833333333335,18.448333333333334,1.9860806948889669,17.757857142857144,0.0,0.0,0.0,1.0,1.0,-0.004327983087294651,0.03326156753610865
MTR-00168,ZONE-02,industrial,200,240.97683333333333,245.17575,28.544299366485234,222.82,0.0,1.0,0.0,0.0,1.0,-0.017424565708598516,0.07534680028024832
MTR-00169,ZONE-04,industrial,200,153.82299999999998,159.10925,18.226254918121164,128.46,0.0,0.0,0.0,0.0,0.0,-0.03436579705245646,0.1648843150894208
MTR-00170,ZONE-01,residential,15,18.054166666666667,18.168333333333333,2.021717937143297,16.105,0.0,0.0,0.0,1.0,1.0,-0.006323563351027017,0.1079621509346873
MTR-00171,ZONE-02,industrial,100,240.60350000000003,245.52491666666668,26.712478121431474,229.935,0.0,0.0,0.0,0.0,0.0,-0.020454468312666618,0.04434058523670692
MTR-00172,ZONE-01,commercial,50,76.25716666666668,77.3695,8.39365665349773,70.5,0.0,0.0,0.0,0.0,0.0,-0.014586607160419707,0.07549672926916173
MTR-00173,ZONE-08,commercial,25,56.25033333333333,56.24783333333333,6.48948991059543,50.84,0.0,0.0,0.0,0.0,0.0,4.444418107152348e-05,0.09618313372957776
MTR-00174,ZONE-08,residential,5,12.670333333333334,12.688166666666666,1.4334714186628381,11.95,0.0,0.0,0.0,0.0,0.0,-0.0014074873063059101,0.05685196390518543
MTR-00175,ZONE-07,commercial,75,96.15833333333333,96.33933333333333,9.6314056264772,87.2,0.0,0.0,0.0,1.0,1.0,-0.0018823121587658864,0.09316231909177564
MTR-00176,ZONE-05,commercial,75,40.7055,41.692750000000004,4.633186275450751,37.72,0.0,0.0,0.0,0.0,0.0,-0.024253479259559674,0.07334389701637378
MTR-00177,ZONE-08,residential,5,24.462833333333332,24.15308333333333,2.496399018631455,22.812857142857144,0.0,0.0,0.0,0.0,0.0,0.012662065582482285,0.06744828646761503
MTR-00178,ZONE-02,residential,5,16.318833333333334,16.472666666666665,2.0086195490926593,15.65,1.0,0.0,0.0,0.0,1.0,-0.009426735979900291,0.04098536455833246
MTR-00179,ZONE-10,residential,5,13.577166666666667,13.677333333333333,1.5444216416778527,11.79,0.0,0.0,0.0,0.0,0.0,-0.007377582460748933,0.1316303106931982
MTR-00180,ZONE-06,industrial,150,359.541,368.24725,40.085970050567056,337.83,1.0,0.0,0.0,0.0,1.0,-0.02421490177754415,0.06038532462222668
MTR-00181,ZONE-10,commercial,75,56.725833333333334,57.21158333333334,6.686550528949176,49.36,0.0,0.0,0.0,0.0,0.0,-0.0085631179209944,0.12984971573797943
MTR-00182,ZONE-02,residential,15,10.206833333333332,10.38375,1.0638546233691268,9.895714285714286,0.0,0.0,0.0,0.0,0.0,-0.017333159158080313,0.030481446836503
MTR-00183,ZONE-05,industrial,150,201.95916666666665,200.9655833333333,21.6021862337364,191.91571428571427,0.0,0.0,0.0,0.0,0.0,0.004919723871574688,0.04973011399640537
MTR-00184,ZONE-07,industrial,150,275.5645,276.0745833333333,31.590752633100898,230.51,0.0,0.0,1.0,0.0,1.0,-0.0018510487865210923,0.16349892674854716
MTR-00185,ZONE-05,residential,10,11.139000000000001,11.37075,1.109444680910229,10.797142857142857,0.0,0.0,0.0,0.0,0.0,-0.020805278750336553,0.0306901106793378
MTR-00186,ZONE-05,industrial,100,300.2683333333333,307.2308333333333,34.25807849481436,279.57,0.0,0.0,0.0,0.0,0.0,-0.023187593319308863,0.06893278789527146
MTR-00187,ZONE-02,residential,5,17.978666666666665,13.803333333333335,4.886626980781294,8.755,0.0,2.0,0.0,1.0,3.0,0.23223820824681096,0.5130339661821417
MTR-00188,ZONE-04,residential,10,9.025666666666666,9.255666666666666,0.9929243231407896,8.852857142857143,0.0,0.0,0.0,0.0,0.0,-0.025482882150902997,0.01914645534692061
MTR-00189,ZONE-03,residential,10,21.532333333333334,17.18525,5.480061332310282,11.245714285714286,0.0,3.0,2.0,0.0,5.0,0.201886310509776,0.4777289524723616
MTR-00190,ZONE-04,commercial,25,84.84533333333334,85.40391666666666,9.268760062826145,78.03,0.0,0.0,0.0,0.0,0.0,-0.006583548103215042,0.08032655498632812
MTR-00191,ZONE-07,industrial,150,391.95166666666665,164.11866666666668,78.10356599884983,133.47071428571428,1.0,0.0,0.0,0.0,1.0,0.5812783038725012,0.6594714970322507
MTR-00192,ZONE-07,commercial,75,111.37616666666666,114.36675,12.169048502228096,104.17,0.0,0.0,0.0,0.0,0.0,-0.026851196470818905,0.06470115539380805
MTR-00193,ZONE-07,industrial,100,280.7675,282.65091666666666,29.449196333667246,237.04,0.0,0.0,0.0,0.0,0.0,-0.0067081007120364244,0.15574274087990947
MTR-00194,ZONE-04,industrial,100,338.56666666666666,343.1943333333333,38.865092776508455,269.17,0.0,0.0,0.0,0.0,0.0,-0.013668406025401092,0.2049719405336221
MTR-00195,ZONE-10,residential,10,23.1995,23.294583333333332,2.664080365656763,19.16,0.0,0.0,0.0,0.0,0.0,-0.004098507870140766,0.17412013189939435
MTR-00196,ZONE-01,residential,10,15.427,15.070416666666667,1.7048918228001972,12.75,0.0,0.0,0.0,1.0,1.0,0.023114236943886257,0.1735269332987619
MTR-00197,ZONE-04,commercial,50,56.46666666666667,57.54525,5.862787641435722,50.44,0.0,0.0,0.0,0.0,0.0,-0.019101239669421455,0.10672963400236135
MTR-00198,ZONE-02,residential,15,17.449666666666666,14.744833333333334,4.182968063555864,9.098571428571429,1.0,2.0,1.0,1.0,5.0,0.15500773653746958,0.47858193498033796
MTR-00199,ZONE-04,residential,15,22.789666666666665,23.131500000000003,2.634255160780907,19.96,0.0,0.0,0.0,0.0,0.0,-0.014999488072079625,0.12416446050110419
MTR-00200,ZONE-10,residential,10,14.3725,14.6915,1.6871788645571644,11.61,1.0,0.0,0.0,0.0,1.0,-0.022195164376413112,0.19220734040702736
MTR-00201,ZONE-04,residential,15,16.109166666666667,16.122,1.9219482412429338,12.72,1.0,0.0,0.0,0.0,1.0,-0.0007966478712948533,0.21038746055558422
MTR-00202,ZONE-10,commercial,25,45.27366666666667,46.07533333333333,4.98615291546083,39.88,0.0,0.0,0.0,0.0,0.0,-0.017707129236274044,0.1191347435227248
MTR-00203,ZONE-05,residential,15,13.015333333333333,13.14375,1.427666640996814,12.47,0.0,0.0,0.0,0.0,0.0,-0.009866567638170398,0.041899298263586404
MTR-00204,ZONE-07,residential,15,16.251833333333334,16.530166666666666,1.6519181533702492,15.54,0.0,0.0,0.0,0.0,0.0,-0.017126272933309927,0.04380018664560925
MTR-00205,ZONE-05,residential,10,9.194166666666666,9.403250000000002,0.9985697019136083,8.05,1.0,0.0,0.0,1.0,2.0,-0.02274086830417854,0.12444484727635263
MTR-00206,ZONE-03,residential,15,18.675333333333334,18.954333333333334,2.1616208256393015,13.92,0.0,0.0,0.0,0.0,0.0,-0.014939492378538421,0.2546317781030236
MTR-00207,ZONE-08,residential,10,15.693666666666667,16.14175,1.74144374687482,15.25,0.0,0.0,0.0,0.0,0.0,-0.02855185743718258,0.028270427561011946
MTR-00208,ZONE-10,residential,15,18.553166666666666,18.624416666666665,1.9069795713206195,17.719285714285714,1.0,0.0,0.0,0.0,1.0,-0.00384031477106328,0.04494547843841312
MTR-00209,ZONE-03,residential,5,9.314833333333333,7.30375,2.068576038663093,5.462142857142857,0.0,3.0,0.0,0.0,3.0,0.21590116123029568,0.41360809563854883
MTR-00210,ZONE-08,residential,15,14.196333333333333,14.294916666666667,1.6593326571085067,10.37,0.0,1.0,0.0,0.0,1.0,-0.006944281387212703,0.26952969076522115
MTR-00211,ZONE-03,commercial,50,58.400666666666666,44.001333333333335,11.548732545927574,36.247142857142855,1.0,0.0,1.0,0.0,2.0,0.24656111231606936,0.3793368307928644
MTR-00212,ZONE-08,residential,15,9.702499999999999,10.083916666666665,1.0651967868323067,7.77,0.0,0.0,0.0,0.0,0.0,-0.03931117409602325,0.1991754702396289
MTR-00213,ZONE-08,commercial,75,74.68433333333334,75.08058333333334,7.708323591938731,64.03,0.0,0.0,0.0,0.0,0.0,-0.005305664284789735,0.14265821033416204
MTR-00214,ZONE-05,commercial,75,113.59566666666666,115.97716666666666,11.577816529995669,110.58857142857143,0.0,1.0,0.0,0.0,1.0,-0.02096470816081597,0.026471918571675856
MTR-00215,ZONE-08,industrial,100,311.7865,318.55475,34.37263771470537,302.90625,0.0,0.0,0.0,0.0,0.0,-0.021707963622543014,0.028481829713602025
MTR-00216,ZONE-03,commercial,75,107.46366666666667,107.76108333333333,12.693055919061639,79.45,0.0,0.0,0.0,0.0,0.0,-0.002767602073258768,0.2606803539801049
MTR-00217,ZONE-01,residential,10,19.28483333333333,19.838250000000002,1.960186349613241,17.4,0.0,0.0,0.0,0.0,0.0,-0.028696989862500022,0.0977365632751126
MTR-00218,ZONE-01,residential,15,8.065,8.239166666666668,0.9387884050561056,7.3,0.0,0.0,0.0,0.0,0.0,-0.02159537094441011,0.09485430874147549
MTR-00219,ZONE-05,residential,15,24.515666666666668,24.253,2.6434929146710355,23.506428571428575,0.0,0.0,0.0,0.0,0.0,0.010714237154472728,0.04116706712325835
MTR-00220,ZONE-10,residential,10,8.049166666666666,8.092416666666667,0.8435180389729848,6.7,0.0,0.0,1.0,0.0,1.0,-0.005373227042136941,0.16761569520654307
MTR-00221,ZONE-02,residential,10,18.53216666666667,18.505333333333333,2.299619966167349,16.54,0.0,0.0,0.0,1.0,1.0,0.0014479328734724461,0.10749777414045858
MTR-00222,ZONE-05,industrial,100,152.2525,152.66816666666668,16.74452033700956,142.93,0.0,1.0,0.0,0.0,1.0,-0.0027301139007023245,0.06123052166631082
MTR-00223,ZONE-08,industrial,100,257.9555,264.2305,27.69987391440527,248.4,0.0,0.0,0.0,1.0,1.0,-0.024325901172876918,0.037043210941421933
MTR-00224,ZONE-03,residential,10,18.776333333333334,9.90225,5.202239088470794,6.731428571428572,1.0,0.0,0.0,1.0,2.0,0.47262067496316285,0.6414939779814001
MTR-00225,ZONE-08,commercial,50,114.40366666666667,118.11149999999999,13.105378051225623,113.46714285714286,0.0,0.0,0.0,0.0,0.0,-0.032410091751138514,0.00818613456028916
MTR-00226,ZONE-04,residential,15,13.280166666666666,13.136916666666668,1.3816107977135041,12.472857142857142,0.0,0.0,0.0,0.0,0.0,0.010786762214329504,0.06079061687048537
MTR-00227,ZONE-09,commercial,75,75.47749999999999,75.15608333333333,7.85855764299603,72.365,0.0,0.0,0.0,0.0,0.0,0.004258443465491868,0.041237454870656776
MTR-00228,ZONE-06,residential,15,21.917333333333332,22.222916666666666,2.6115423807479314,19.94,0.0,0.0,0.0,2.0,2.0,-0.013942541671736253,0.09021778805207437
MTR-00229,ZONE-06,residential,5,12.1415,12.369416666666666,1.2308515163016505,11.31,0.0,0.0,0.0,1.0,1.0,-0.01877170585732113,0.06848412469628962
MTR-00230,ZONE-02,commercial,25,84.54216666666666,84.31175,8.846645346488952,76.73,0.0,0.0,0.0,0.0,0.0,0.0027254644132216344,0.0924055648759099
MTR-00231,ZONE-05,commercial,75,88.12166666666667,90.94,9.886739697632356,81.35,0.0,0.0,0.0,0.0,0.0,-0.03198229720273105,0.07684451421330363
MTR-00232,ZONE-09,residential,15,11.832666666666666,11.838416666666665,1.2537191701904702,9.05,0.0,0.0,0.0,1.0,1.0,-0.0004859428700207946,0.2351681784889289
MTR-00233,ZONE-01,industrial,200,199.78616666666667,204.31824999999998,23.40662926502705,173.7,0.0,0.0,0.0,0.0,0.0,-0.022684670360059833,0.13057043488997
MTR-00234,ZONE-08,commercial,75,101.8685,102.1585,11.858042595710332,92.13,1.0,1.0,1.0,0.0,3.0,-0.002846807403662721,0.09559873758816517
MTR-00235,ZONE-05,residential,10,15.6085,10.833916666666665,5.294123156198502,5.455,3.0,0.0,0.0,0.0,3.0,0.3058963598893766,0.6505109395521671
MTR-00236,ZONE-08,commercial,75,107.29783333333333,107.42316666666667,12.295263211943873,91.74,0.0,0.0,0.0,0.0,0.0,-0.001168088203086004,0.14499671475192888
MTR-00237,ZONE-07,commercial,50,89.782,89.86883333333334,10.88332115209874,82.84,0.0,0.0,0.0,0.0,0.0,-0.0009671574851679576,0.07732062105990056
MTR-00238,ZONE-05,residential,5,19.237666666666666,19.25658333333333,2.142178854600623,17.17,1.0,0.0,0.0,0.0,1.0,-0.0009833139847175154,0.1074801171313221
MTR-00239,ZONE-04,commercial,25,46.948499999999996,47.118500000000004,5.23851968473871,43.7,0.0,0.0,0.0,0.0,0.0,-0.0036209889559839503,0.06919283896184103
MTR-00240,ZONE-07,industrial,200,261.3958333333333,261.8609166666667,29.86559032912764,193.67,0.0,0.0,1.0,0.0,1.0,-0.001779230094843598,0.25909301028134213
MTR-00241,ZONE-02,industrial,100,264.8815,265.56291666666664,28.904706034093618,242.95,0.0,0.0,0.0,0.0,0.0,-0.0025725340073452507,0.08279740185705697
MTR-00242,ZONE-06,commercial,75,97.10300000000001,58.97383333333333,15.281298846163915,50.515,1.0,0.0,1.0,0.0,2.0,0.3926672365083126,0.47977920352615266
MTR-00243,ZONE-01,commercial,50,89.40683333333332,90.19766666666666,9.825024535076029,85.06142857142856,0.0,0.0,0.0,0.0,0.0,-0.00884533434245327,0.04860260228324931
MTR-00244,ZONE-07,residential,10,22.879166666666666,17.22925,5.289284738621893,12.710714285714285,2.0,1.0,0.0,0.0,3.0,0.24694591149153156,0.4444415537112678
MTR-00245,ZONE-07,commercial,25,81.1135,83.66325,9.15041783153079,64.17,0.0,0.0,0.0,0.0,0.0,-0.03143434816645807,0.20888631362227006
MTR-00246,ZONE-01,residential,15,10.242666666666667,10.222666666666667,1.0059217382169292,7.9,0.0,0.0,0.0,1.0,1.0,0.00195261650611811,0.22871648008331158
MTR-00247,ZONE-08,residential,15,22.2195,14.709666666666667,4.0117958285919935,12.615714285714287,1.0,0.0,1.0,2.0,4.0,0.337983903028121,0.4322233044976581
MTR-00248,ZONE-05,residential,10,16.635166666666667,16.802833333333332,1.9182249249619028,15.983571428571427,0.0,0.0,0.0,0.0,0.0,-0.010079049403372231,0.039169745103960874
MTR-00249,ZONE-08,residential,5,21.520666666666667,22.030916666666666,2.2277697314108735,21.02642857142857,0.0,0.0,0.0,0.0,0.0,-0.023709767355410305,0.02296574278545105
MTR-00250,ZONE-01,residential,15,18.71833333333333,18.736749999999997,1.9629300524359752,17.84285714285714,0.0,0.0,0.0,1.0,1.0,-0.0009838838927966886,0.04677105460650999
MTR-00251,ZONE-02,industrial,150,285.73466666666667,290.30533333333335,30.760248382615874,251.37,0.0,0.0,0.0,0.0,0.0,-0.01599619227161808,0.12026775423353131
MTR-00252,ZONE-05,residential,10,22.029166666666665,22.404083333333332,2.54612227680828,18.275,1.0,0.0,0.0,0.0,1.0,-0.017019103461320295,0.17041800643086813
MTR-00253,ZONE-02,residential,5,10.096333333333332,10.488833333333334,0.9986185275596653,9.59,0.0,0.0,0.0,0.0,0.0,-0.03887549935620216,0.05015021955165233
MTR-00254,ZONE-04,industrial,150,215.7061666666667,216.3555,22.784861583844624,195.84,0.0,0.0,0.0,0.0,0.0,-0.003010267825753532,0.0920982787542004
MTR-00255,ZONE-07,residential,10,17.139333333333333,17.351,1.9463879064443814,15.01,0.0,0.0,0.0,0.0,0.0,-0.012349760784161168,0.12423664864444361
MTR-00256,ZONE-02,residential,5,23.09916666666667,23.620833333333334,2.4495595842646374,19.62,0.0,0.0,0.0,0.0,0.0,-0.02258378729391386,0.15061870918864317
MTR-00257,ZONE-07,commercial,50,90.88383333333333,92.07283333333334,10.40157366757092,78.86,0.0,0.0,0.0,1.0,1.0,-0.013082634792033199,0.13229892371763952
MTR-00258,ZONE-02,residential,10,18.464833333333335,18.727083333333333,2.1369602206390828,18.012142857142855,0.0,1.0,0.0,0.0,1.0,-0.014202673550623102,0.02451635863797741
MTR-00259,ZONE-02,residential,10,8.0315,8.020833333333334,0.9157855454559798,5.72,0.0,1.0,0.0,0.0,1.0,0.0013281039241319625,0.287804270684181
MTR-00260,ZONE-06,commercial,50,68.44666666666667,50.5125,22.94019056758924,23.889999999999997,1.0,0.0,1.0,3.0,5.0,0.26201665530339924,0.6509691243790787
MTR-00261,ZONE-08,residential,5,16.920666666666666,17.24416666666667,1.8820258097219025,14.67,0.0,0.0,1.0,0.0,1.0,-0.019118632047594897,0.13301288365312636
MTR-00262,ZONE-02,residential,15,9.468,9.558666666666666,1.0327876394125026,8.27,0.0,0.0,0.0,0.0,0.0,-0.009576116039994309,0.12653147444021973
MTR-00263,ZONE-03,industrial,100,260.74983333333336,268.67216666666667,28.084052120401054,250.63785714285714,0.0,0.0,0.0,0.0,0.0,-0.030382889346685316,0.03878037451149363
MTR-00264,ZONE-10,industrial,150,322.83116666666666,331.18441666666666,38.21182279527548,295.03,1.0,0.0,0.0,0.0,1.0,-0.025874980059236385,0.08611673697345423
MTR-00265,ZONE-10,residential,5,18.480999999999998,18.834166666666665,2.0811275157218683,17.44,0.0,0.0,0.0,0.0,0.0,-0.019109716285193867,0.05632812077268534
MTR-00266,ZONE-06,commercial,75,60.940333333333335,60.56408333333333,6.363040932523032,57.945,0.0,0.0,0.0,0.0,0.0,0.006174071906400402,0.0491519026807643
MTR-00267,ZONE-05,commercial,50,79.352,81.50166666666668,8.67954093327089,76.83285714285715,0.0,0.0,0.0,0.0,0.0,-0.027090264475585712,0.03174643181196257
MTR-00268,ZONE-04,residential,10,13.104666666666667,13.241083333333334,1.3766844813044223,12.47,0.0,0.0,1.0,0.0,1.0,-0.010409777687337973,0.04843058452459681
MTR-00269,ZONE-07,residential,15,10.095,10.205083333333333,0.9682653603859065,9.770714285714286,0.0,0.0,0.0,0.0,0.0,-0.010904738319299945,0.03212339913677209
MTR-00270,ZONE-06,residential,5,21.034333333333333,21.458666666666666,2.1616986525475212,19.48,0.0,0.0,0.0,1.0,1.0,-0.020173367351789873,0.07389506045671357
MTR-00271,ZONE-03,commercial,50,112.7085,111.51183333333333,12.196164570228202,106.065,0.0,0.0,0.0,0.0,0.0,0.01061735953070686,0.05894409028600334
MTR-00272,ZONE-01,industrial,100,395.2691666666667,400.344,41.538769364728836,367.5757142857143,0.0,0.0,0.0,1.0,1.0,-0.012838930433480833,0.0700622631775033
MTR-00273,ZONE-02,residential,15,12.910166666666667,13.1165,1.3338619295334966,12.19,0.0,0.0,0.0,0.0,0.0,-0.015982236222098933,0.05578291010960357
MTR-00274,ZONE-10,commercial,50,49.16716666666667,49.62991666666667,5.186927086246654,47.57571428571429,0.0,0.0,0.0,0.0,0.0,-0.00941176869387772,0.0323681938343483
MTR-00275,ZONE-05,industrial,100,332.07099999999997,325.4388333333334,31.004365243843825,276.59,0.0,0.0,1.0,0.0,1.0,0.01997213447324997,0.1670757157354903
MTR-00276,ZONE-05,industrial,150,205.105,209.204,23.862652314069887,180.98,0.0,0.0,0.0,0.0,0.0,-0.019984885790205187,0.11762268106579554
MTR-00277,ZONE-05,residential,10,14.703,12.558666666666666,3.815636324418784,7.599285714285714,0.0,0.0,0.0,0.0,0.0,0.1458432519440478,0.4831472682931569
MTR-00278,ZONE-08,residential,15,11.600833333333332,11.871083333333333,1.3566058708392494,11.133571428571429,1.0,0.0,0.0,0.0,1.0,-0.023295740248545416,0.040278305129967995
MTR-00279,ZONE-01,residential,5,18.4995,19.018166666666666,2.214204329398019,18.397142857142857,1.0,0.0,0.0,0.0,1.0,-0.02803679378721946,0.005532968072496258
MTR-00280,ZONE-01,industrial,200,321.37466666666666,320.42466666666667,32.99975242925554,295.68,0.0,0.0,0.0,0.0,0.0,0.0029560512963062724,0.07995237127174504
MTR-00281,ZONE-03,industrial,200,206.81383333333332,206.53516666666667,22.38495773382425,198.12000000000003,0.0,1.0,1.0,0.0,2.0,0.0013474275979281636,0.04203700107101127
MTR-00282,ZONE-05,commercial,50,44.07899999999999,45.745250000000006,4.79595259375159,44.11125,0.0,0.0,0.0,2.0,2.0,-0.03780144740125713,-0.000731640917443821
MTR-00283,ZONE-07,residential,10,20.531166666666664,20.707333333333334,2.3677989400978054,16.18,0.0,0.0,0.0,0.0,0.0,-0.008580450859262845,0.2119298302580629
MTR-00284,ZONE-05,residential,15,19.65583333333333,14.369333333333334,3.7052891410857027,11.700714285714286,0.0,1.0,0.0,2.0,3.0,0.26895323695255846,0.40472051796086217
MTR-00285,ZONE-05,residential,10,15.975666666666665,15.85225,1.7347949107467833,14.05,0.0,0.0,0.0,0.0,0.0,0.0077252905460386545,0.12053748409038734
MTR-00286,ZONE-10,residential,5,21.1115,21.368083333333335,2.366069781617733,18.36,1.0,0.0,0.0,0.0,1.0,-0.012153723484041201,0.13033180967719016
MTR-00287,ZONE-02,residential,15,10.580666666666668,10.934416666666667,1.1849439201234524,9.5,0.0,0.0,0.0,0.0,0.0,-0.033433621069875796,0.10213597126835117
MTR-00288,ZONE-06,commercial,25,102.51716666666667,104.47233333333334,11.677554907918479,97.83214285714287,0.0,0.0,0.0,1.0,1.0,-0.019071602642159124,0.0456998955575616
MTR-00289,ZONE-06,residential,5,11.078833333333334,11.288333333333332,1.29058994609581,10.67,0.0,0.0,0.0,0.0,0.0,-0.018909933356400233,0.03690220089359597
MTR-00290,ZONE-05,residential,10,19.516666666666666,19.69516666666667,2.225856074885894,18.897142857142857,0.0,0.0,0.0,0.0,0.0,-0.009146029035012937,0.03174332072709529
MTR-00291,ZONE-09,residential,5,8.346833333333333,8.310416666666667,0.8931074971136223,7.01,0.0,0.0,0.0,0.0,0.0,0.0043629320500787605,0.16016053992532098
MTR-00292,ZONE-03,residential,15,12.875666666666666,8.304499999999999,2.795444328116129,6.51357142857143,0.0,0.0,0.0,0.0,0.0,0.35502368809382046,0.49411773407941884
MTR-00293,ZONE-10,commercial,50,69.22666666666667,70.00225,7.272712607856204,57.95,0.0,0.0,1.0,0.0,1.0,-0.011203534283513061,0.16289483821263484
MTR-00294,ZONE-04,industrial,200,378.52900000000005,389.7933333333333,40.94292437067007,348.79,0.0,0.0,1.0,0.0,1.0,-0.029758177929123608,0.0785646542272852
MTR-00295,ZONE-06,residential,15,9.560333333333334,9.629916666666666,1.0308978674753704,9.25357142857143,1.0,0.0,0.0,0.0,1.0,-0.007278337575398197,0.0320869465599426
MTR-00296,ZONE-06,residential,10,22.256166666666665,22.59416666666667,2.434724143031621,19.65,0.0,0.0,0.0,0.0,0.0,-0.015186802159701251,0.11709863183986458
MTR-00297,ZONE-09,industrial,100,155.523,158.91683333333333,16.937084268001993,148.9792857142857,0.0,0.0,0.0,0.0,0.0,-0.02182206704688916,0.04207554050342577
MTR-00298,ZONE-05,residential,15,22.92366666666667,22.902333333333335,2.6531173145177434,17.72,0.0,0.0,0.0,0.0,0.0,0.0009306248273255324,0.2269997528027804
MTR-00299,ZONE-03,residential,10,10.553333333333335,10.786249999999999,1.1190377487794043,9.59,0.0,0.0,0.0,0.0,0.0,-0.022070435881238026,0.09128237523689209
MTR-00300,ZONE-01,residential,5,9.558666666666666,9.512166666666667,1.0648487353289442,8.65,0.0,0.0,0.0,1.0,1.0,0.004864695215511028,0.09506207281350243
MTR-00301,ZONE-04,residential,15,13.037,13.059,1.4287200594949867,12.161428571428571,0.0,0.0,0.0,0.0,0.0,-0.0016875047940476673,0.06716049923843137
MTR-00302,ZONE-09,residential,10,12.871166666666666,13.130083333333333,1.3872453181860556,12.66,0.0,0.0,0.0,0.0,0.0,-0.02011602159866377,0.01640617918603593
MTR-00303,ZONE-01,residential,15,15.763833333333334,16.209666666666667,1.7666556418449944,15.544285714285715,0.0,0.0,0.0,0.0,0.0,-0.0282820379983717,0.013927298925660136
MTR-00304,ZONE-09,industrial,200,280.0921666666666,279.9565,28.586890268269546,267.46,0.0,0.0,0.0,0.0,0.0,0.0004843643729175451,0.045100035524020865
MTR-00305,ZONE-06,commercial,25,61.26883333333333,62.84316666666667,7.352194777018338,58.949285714285715,0.0,0.0,0.0,1.0,1.0,-0.025695500431159868,0.03785852435655357
MTR-00306,ZONE-02,commercial,25,75.39566666666666,77.39283333333333,7.748328763510943,73.87285714285714,0.0,0.0,0.0,0.0,0.0,-0.02648914393842272,0.020197573562709348
MTR-00307,ZONE-04,residential,5,16.12816666666667,16.3015,1.7391428633552972,15.520714285714288,0.0,0.0,0.0,0.0,0.0,-0.01074724343539768,0.03766406892407992
MTR-00308,ZONE-06,residential,5,21.531333333333336,21.7805,2.583181170182069,20.05,0.0,0.0,0.0,0.0,0.0,-0.0115722822553177,0.06879895965569571
MTR-00309,ZONE-04,residential,10,14.596333333333332,14.677,1.6569642181314805,9.87,0.0,0.0,0.0,0.0,0.0,-0.0055265020895658434,0.32380278152047315
MTR-00310,ZONE-02,industrial,150,154.14116666666666,154.364,16.639357029433008,131.14,0.0,0.0,0.0,0.0,0.0,-0.001445644522823919,0.14922143878933491
MTR-00311,ZONE-07,residential,10,12.233,12.325166666666666,1.4046411565632997,10.68,0.0,0.0,0.0,0.0,0.0,-0.007534265238834825,0.12695168805689538
MTR-00312,ZONE-07,industrial,100,328.76599999999996,328.5870833333333,34.54102258187213,263.95,0.0,0.0,0.0,0.0,0.0,0.0005442067204841639,0.1971493402602459
MTR-00313,ZONE-02,commercial,75,101.10083333333334,103.34224999999999,10.853699323852904,98.25642857142857,0.0,0.0,0.0,0.0,0.0,-0.022170110698065404,0.028134335476015848
MTR-00314,ZONE-03,residential,15,16.629166666666666,16.812833333333334,1.7763053826200408,15.49,0.0,0.0,1.0,0.0,1.0,-0.011044850914557758,0.06850413430217983
MTR-00315,ZONE-03,commercial,75,42.051500000000004,43.00208333333333,4.820338196551324,37.74,0.0,0.0,0.0,0.0,0.0,-0.02260521820466166,0.10252904177021038
MTR-00316,ZONE-07,industrial,100,157.09416666666667,105.10766666666667,29.580242973000345,87.7057142857143,0.0,0.0,1.0,0.0,1.0,0.3309257186507031,0.4416997387826985
MTR-00317,ZONE-08,residential,15,15.546166666666666,15.95775,1.6776591647617953,15.219285714285716,0.0,0.0,0.0,0.0,0.0,-0.02647490806951347,0.021026466484617923
MTR-00318,ZONE-08,residential,10,8.031833333333333,8.2165,1.021839377928701,7.23,0.0,1.0,0.0,0.0,1.0,-0.022991844950301932,0.09983191882301667
MTR-00319,ZONE-10,commercial,25,39.67783333333333,40.537,4.3707137659116295,34.06,0.0,0.0,0.0,0.0,0.0,-0.0216535681131782,0.14158619212238566
